,HyperBRKGAScore,HyperBRKGATime,HyperBRKGAParam,GridSearchScore,GridSearchTime,GridSearchParam,RandomSearchScore,RandomSearchTime,RandomSearchParam
0,0.758695652173913,2.538263,"{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 45, 'min_samples_split': 2, 'min_samples_leaf': 4}",0.8065217391304348,1709.5132064819338,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",0.7391304347826088,0.09200596809387207,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}"
1,0.7565217391304347,2.03745,"{'criterion': 'log_loss', 'splitter': 'random', 'max_depth': 52, 'min_samples_split': 13, 'min_samples_leaf': 15}",0.7891304347826087,1640.684530973435,"{'criterion': 'log_loss', 'max_depth': 27, 'min_samples_leaf': 10, 'min_samples_split': 7, 'splitter': 'random'}",0.7565217391304347,0.09897828102111816,"{'criterion': 'log_loss', 'max_depth': 27, 'min_samples_leaf': 10, 'min_samples_split': 7, 'splitter': 'random'}"
2,0.7521739130434784,2.301,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 14}",0.7934782608695652,1634.3108677864072,"{'criterion': 'gini', 'max_depth': 9, 'min_samples_leaf': 6, 'min_samples_split': 5, 'splitter': 'random'}",0.7521739130434782,0.1059885025024414,"{'criterion': 'gini', 'max_depth': 9, 'min_samples_leaf': 6, 'min_samples_split': 5, 'splitter': 'random'}"
3,0.7673913043478261,2.103842,"{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 57, 'min_samples_split': 16, 'min_samples_leaf': 9}",0.7869565217391304,2533.6353313922887,"{'criterion': 'entropy', 'max_depth': 12, 'min_samples_leaf': 6, 'min_samples_split': 12, 'splitter': 'random'}",0.7521739130434784,0.13099956512451172,"{'criterion': 'entropy', 'max_depth': 12, 'min_samples_leaf': 6, 'min_samples_split': 12, 'splitter': 'random'}"
4,0.7717391304347826,2.75401,"{'criterion': 'log_loss', 'splitter': 'random', 'max_depth': 33, 'min_samples_split': 2, 'min_samples_leaf': 9}",0.7913043478260869,2252.4011640548706,"{'criterion': 'gini', 'max_depth': 63, 'min_samples_leaf': 1, 'min_samples_split': 17, 'splitter': 'random'}",0.7521739130434784,0.3179957866668701,"{'criterion': 'gini', 'max_depth': 63, 'min_samples_leaf': 1, 'min_samples_split': 17, 'splitter': 'random'}"
5,0.7521739130434784,4.609002,"{'criterion': 'log_loss', 'splitter': 'best', 'max_depth': 2, 'min_samples_split': 14, 'min_samples_leaf': 17}",0.7847826086956522,1745.3504371643066,"{'criterion': 'gini', 'max_depth': 16, 'min_samples_leaf': 10, 'min_samples_split': 16, 'splitter': 'random'}",0.7478260869565218,0.1155078411102295,"{'criterion': 'gini', 'max_depth': 16, 'min_samples_leaf': 10, 'min_samples_split': 16, 'splitter': 'random'}"
6,0.7652173913043477,2.214998,"{'criterion': 'log_loss', 'splitter': 'random', 'max_depth': 54, 'min_samples_split': 15, 'min_samples_leaf': 16}",0.7891304347826087,1578.4504742622375,"{'criterion': 'gini', 'max_depth': 40, 'min_samples_leaf': 6, 'min_samples_split': 16, 'splitter': 'random'}",0.7369565217391305,0.11222124099731445,"{'criterion': 'gini', 'max_depth': 40, 'min_samples_leaf': 6, 'min_samples_split': 16, 'splitter': 'random'}"
7,0.7521739130434784,1.935104,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 32, 'min_samples_split': 16, 'min_samples_leaf': 17}",0.7891304347826088,1781.2559099197388,"{'criterion': 'entropy', 'max_depth': 23, 'min_samples_leaf': 12, 'min_samples_split': 14, 'splitter': 'random'}",0.7456521739130435,0.14812564849853516,"{'criterion': 'entropy', 'max_depth': 23, 'min_samples_leaf': 12, 'min_samples_split': 14, 'splitter': 'random'}"
8,0.7565217391304347,1.71426,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 16}",0.7891304347826087,4554.5520923137665,"{'criterion': 'entropy', 'max_depth': 63, 'min_samples_leaf': 10, 'min_samples_split': 17, 'splitter': 'random'}",0.7478260869565216,0.1749281883239746,"{'criterion': 'entropy', 'max_depth': 63, 'min_samples_leaf': 10, 'min_samples_split': 17, 'splitter': 'random'}"
9,0.7695652173913043,2.918015,"{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 18, 'min_samples_split': 12, 'min_samples_leaf': 17}",0.7869565217391304,16905.595664501197,"{'criterion': 'gini', 'max_depth': 33, 'min_samples_leaf': 9, 'min_samples_split': 1, 'splitter': 'random'}",0.7456521739130435,0.13353705406188965,"{'criterion': 'gini', 'max_depth': 33, 'min_samples_leaf': 9, 'min_samples_split': 1, 'splitter': 'random'}"
