HyperBRKGAScore, HyperBRKGATime, HyperBRKGAParam, GridSearchScore, GridSearchTime, GridSearchParam, RandomSearchScore, RandomSearchTime, RandomSearchParam
0.7721840251252015, 8.208859, 25, 0.7721840251252015, 3.26670503616333, 25, 0.7708683473389355, 0.6499512195587158, 25
0.7708853238265002, 9.243054, 28, 0.7721840251252015, 3.21887469291687, 25, 0.7708853238265002, 0.6469762325286865, 25
0.7721840251252015, 7.885267, 25, 0.7721840251252015, 3.3378920555114746, 25, 0.7682879212290977, 0.665937900543213, 25
0.7721840251252015, 8.082873, 25, 0.7721840251252015, 3.3007299900054936, 25, 0.766980731686614, 0.6599724292755127, 25
0.7721840251252015, 8.15586, 25, 0.7721840251252015, 4.643765449523926, 25, 0.7708853238265002, 0.6589314937591553, 25
0.7721840251252015, 8.092685, 25, 0.7721840251252015, 3.2229111194610596, 25, 0.7708853238265002, 0.6499483585357666, 25
0.7721840251252015, 8.044428, 25, 0.7721840251252015, 3.2856242656707764, 25, 0.7721840251252015, 0.6449747085571289, 25
0.7721840251252015, 12.603716, 25, 0.7721840251252015, 3.23673677444458, 25, 0.7708853238265002, 0.6559417247772216, 25
0.7721840251252015, 8.030884, 25, 0.7721840251252015, 3.165758371353149, 25, 0.7708853238265002, 0.6439557075500489, 25
0.7721840251252015, 8.075038, 25, 0.7721840251252015, 3.1997101306915288, 25, 0.766980731686614, 0.6559708118438722, 25
0.7721840251252015, 8.083771, 25, 0.7721840251252015, 3.1737332344055176, 25, 0.7696035990153636, 0.6279439926147461, 25
0.7721840251252015, 12.345453, 25, 0.7721840251252015, 3.1807718276977535, 25, 0.7708853238265002, 0.6569795608520508, 25
0.7721840251252015, 8.38147, 25, 0.7721840251252015, 3.1807131767272945, 25, 0.7695866225277989, 0.6339559555053711, 25
0.7721840251252015, 7.959544, 25, 0.7721840251252015, 3.1926870346069336, 25, 0.7708853238265002, 0.6729381084442138, 25
0.7721840251252015, 8.498221, 25, 0.7721840251252015, 3.2477364540100107, 25, 0.766980731686614, 0.6379253864288331, 25
0.7721840251252015, 7.857748, 25, 0.7721840251252015, 3.3967823982238774, 25, 0.766980731686614, 0.7029623985290528, 25
0.7721840251252015, 8.022379, 25, 0.7721840251252015, 3.2178423404693604, 25, 0.7708683473389355, 0.6529452800750732, 25
0.7721840251252015, 7.935619, 25, 0.7721840251252015, 3.1717860698699942, 25, 0.7656820303879127, 0.6779747009277344, 25
0.7721840251252015, 11.256875, 25, 0.7721840251252015, 3.1968545913696294, 25, 0.7682879212290977, 0.6529526710510254, 25
0.7721840251252015, 7.880645, 25, 0.7721840251252015, 3.1897866725921635, 25, 0.7721840251252015, 0.6629531383514404, 25
Média: 0.7721190900602661, Média: 8.732219449999999,, Média: 0.7721840251252012, Média: 3.301370084285736,, Média: 0.7695836516424749, Média: 0.6556045889854432,
DP: 0.0002830453859441876,,,,,, DP:0.0019283008429660823
